Class ID,Class Name,Easy Accuracy,Hard Accuracy,Drop
10,"brambling, Fringilla montifringilla",,,
275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.9950980392156863,0.9861111111111112,0.008986928104575131
276,"hyena, hyaena",0.9911764705882353,1.0,-0.008823529411764675
277,"red fox, Vulpes vulpes",0.9295774647887324,0.9047619047619048,0.02481556002682761
279,"Arctic fox, white fox, Alopex lagopus",0.9836065573770492,0.8717948717948718,0.11181168558217736
290,"jaguar, panther, Panthera onca, Felis onca",0.921875,0.8295964125560538,0.09227858744394624
291,"lion, king of beasts, Panthera leo",0.9728682170542635,0.9276018099547512,0.04526640709951235
293,"cheetah, chetah, Acinonyx jubatus",1.0,0.9903846153846154,0.009615384615384581
296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",1.0,0.990909090909091,0.009090909090909038
30,"bullfrog, Rana catesbeiana",0.9628252788104089,0.9090909090909091,0.05373436971949985
305,dung beetle,0.8461538461538461,0.5638297872340425,0.2823240589198036
316,"cicada, cicala",0.9793103448275862,0.8863636363636364,0.09294670846394981
33,"loggerhead, loggerhead turtle, Caretta caretta",0.9065420560747663,0.8901098901098901,0.01643216596487629
337,beaver,0.912621359223301,0.97,-0.057378640776698964
349,"bighorn, bighorn sheep, cimarron",0.9263157894736842,0.9270833333333334,-0.0007675438596491668
357,mink,0.9166666666666666,,
360,otter,0.9312977099236641,0.9047619047619048,0.02653580516175935
37,"box turtle, box tortoise",0.9230769230769231,0.7916666666666666,0.1314102564102565
39,"common iguana, iguana, Iguana iguana",0.74,0.49572649572649574,0.24427350427350425
41,"whiptail, whiptail lizard",0.8987854251012146,0.57,0.32878542510121467
42,agama,0.899390243902439,0.6950354609929078,0.20435478290953124
49,"African crocodile, Nile crocodile, Crocodylus niloticus",0.9444444444444444,0.8395061728395061,0.1049382716049383
54,"hognose snake, puff adder, sand viper",0.27461139896373055,0.11382113821138211,0.16079026075234842
56,"king snake, kingsnake",0.7256637168141593,0.5876288659793815,0.13803485083477784
57,"garter snake, grass snake",0.6025641025641025,0.10612244897959183,0.4964416535845107
58,water snake,0.9139072847682119,0.6296296296296297,0.2842776551385823
70,"harvestman, daddy longlegs, Phalangium opilio",0.8542914171656687,0.592,0.2622914171656687
71,scorpion,0.9493670886075949,0.8803088803088803,0.06905820829871456
76,tarantula,1.0,0.9871794871794872,0.012820512820512775
79,centipede,0.9333333333333333,0.8942307692307693,0.039102564102564075
80,black grouse,0.7777777777777778,0.7751937984496124,0.0025839793281653423
81,ptarmigan,0.9824561403508771,0.7878787878787878,0.1945773524720893
83,"prairie chicken, prairie grouse, prairie fowl",0.7242990654205608,0.43023255813953487,0.2940665072810259
89,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",1.0,1.0,0.0
9,"ostrich, Struthio camelus",0.9901960784313726,1.0,-0.009803921568627416
