Class ID,Class Name,Easy Accuracy,Hard Accuracy,Drop
10,"brambling, Fringilla montifringilla",0.7105263157894737,0.5555555555555556,0.1549707602339181
100,"black swan, Cygnus atratus",0.9064327485380117,0.693069306930693,0.21336344160731868
102,"echidna, spiny anteater, anteater",0.31932773109243695,0.009433962264150943,0.309893768828286
128,"black stork, Ciconia nigra",0.5769230769230769,0.4306569343065693,0.14626614261650756
130,flamingo,0.7978142076502732,0.8613861386138614,-0.06357193096358815
133,bittern,0.8829787234042553,0.5047619047619047,0.37821681864235057
144,pelican,0.9701492537313433,0.9183673469387755,0.05178190679256778
150,sea lion,0.896551724137931,0.8301886792452831,0.066363044892648
16,bulbul,0.05737704918032787,0.08287292817679558,-0.025495878996467707
20,"water ouzel, dipper",0.9367588932806324,0.7962962962962963,0.14046259698433616
23,Vulture,0.9652777777777778,0.6938775510204082,0.27140022675736963
275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.9852941176470589,0.9583333333333334,0.026960784313725505
276,"hyena, hyaena",0.7764705882352941,0.84,-0.06352941176470583
277,"red fox, Vulpes vulpes",0.5070422535211268,0.5047619047619047,0.002280348759222006
279,"Arctic fox, white fox, Alopex lagopus",0.6885245901639344,0.2863247863247863,0.4021998038391481
290,"jaguar, panther, Panthera onca, Felis onca",0.71875,0.6995515695067265,0.01919843049327352
291,"lion, king of beasts, Panthera leo",0.8643410852713178,0.6742081447963801,0.19013294047493767
293,"cheetah, chetah, Acinonyx jubatus",0.9854368932038835,0.9038461538461539,0.08159073935772965
296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",1.0,0.9090909090909091,0.09090909090909094
30,"bullfrog, Rana catesbeiana",0.7881040892193308,0.7662337662337663,0.021870322985564572
305,dung beetle,0.4461538461538462,0.07446808510638298,0.3716857610474632
316,"cicada, cicala",0.7724137931034483,0.5227272727272727,0.24968652037617556
33,"loggerhead, loggerhead turtle, Caretta caretta",0.7757009345794392,0.2967032967032967,0.4789976378761425
337,beaver,0.7378640776699029,0.83,-0.09213592233009704
349,"bighorn, bighorn sheep, cimarron",0.35789473684210527,0.4166666666666667,-0.05877192982456142
357,mink,0.6103896103896104,0.3235294117647059,0.28686019862490447
360,otter,0.7786259541984732,0.5142857142857142,0.264340239912759
37,"box turtle, box tortoise",0.5230769230769231,0.515625,0.007451923076923106
39,"common iguana, iguana, Iguana iguana",0.68,0.38461538461538464,0.2953846153846154
41,"whiptail, whiptail lizard",0.8259109311740891,0.48,0.3459109311740891
42,agama,0.7012195121951219,0.2765957446808511,0.42462376751427083
49,"African crocodile, Nile crocodile, Crocodylus niloticus",0.8777777777777778,0.4567901234567901,0.42098765432098767
54,"hognose snake, puff adder, sand viper",0.30569948186528495,0.032520325203252036,0.2731791566620329
56,"king snake, kingsnake",0.584070796460177,0.32989690721649484,0.25417388924368217
57,"garter snake, grass snake",0.6666666666666666,0.22448979591836735,0.44217687074829926
58,water snake,0.7549668874172185,0.25925925925925924,0.49570762815795927
70,"harvestman, daddy longlegs, Phalangium opilio",0.562874251497006,0.232,0.330874251497006
71,scorpion,0.810126582278481,0.7065637065637066,0.1035628757147744
76,tarantula,0.8951965065502183,0.6858974358974359,0.20929907065278242
79,centipede,0.8333333333333334,0.5384615384615384,0.29487179487179493
80,black grouse,0.6444444444444445,0.2713178294573643,0.37312661498708016
81,ptarmigan,0.9824561403508771,0.6464646464646465,0.3359914938862306
83,"prairie chicken, prairie grouse, prairie fowl",0.7149532710280374,0.4186046511627907,0.2963486198652467
89,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.9673202614379085,0.8080808080808081,0.15923945335710044
9,"ostrich, Struthio camelus",0.803921568627451,0.75,0.05392156862745101
