Class ID,Class Name,Easy Accuracy,Hard Accuracy,Drop
10,"brambling, Fringilla montifringilla",0.9210526315789473,0.6203703703703703,0.300682261208577
100,"black swan, Cygnus atratus",0.9649122807017544,0.7623762376237624,0.202536043077992
102,"echidna, spiny anteater, anteater",0.5546218487394958,0.05660377358490566,0.4980180751545902
128,"black stork, Ciconia nigra",0.8461538461538461,0.3284671532846715,0.5176866928691746
130,flamingo,0.7704918032786885,0.6039603960396039,0.16653140723908455
133,bittern,0.9414893617021277,0.4857142857142857,0.455775075987842
144,pelican,0.8606965174129353,0.7346938775510204,0.12600263986191484
150,sea lion,0.8793103448275862,0.5660377358490566,0.3132726089785296
16,bulbul,0.22131147540983606,0.13259668508287292,0.08871479032696314
20,"water ouzel, dipper",0.857707509881423,0.5925925925925926,0.2651149172888304
23,Vulture,0.8472222222222222,0.6020408163265306,0.2451814058956916
275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.8921568627450981,0.8055555555555556,0.08660130718954251
276,"hyena, hyaena",0.9470588235294117,0.88,0.06705882352941173
277,"red fox, Vulpes vulpes",0.47183098591549294,0.47619047619047616,-0.004359490274983224
279,"Arctic fox, white fox, Alopex lagopus",0.8442622950819673,0.2905982905982906,0.5536640044836767
290,"jaguar, panther, Panthera onca, Felis onca",0.34375,0.20179372197309417,0.14195627802690583
291,"lion, king of beasts, Panthera leo",0.8643410852713178,0.5701357466063348,0.294205338664983
293,"cheetah, chetah, Acinonyx jubatus",0.9077669902912622,0.6153846153846154,0.29238237490664676
296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",0.9920634920634921,0.7909090909090909,0.2011544011544012
30,"bullfrog, Rana catesbeiana",0.7955390334572491,0.43506493506493504,0.36047409839231404
305,dung beetle,0.5230769230769231,0.20212765957446807,0.320949263502455
316,"cicada, cicala",0.8344827586206897,0.4431818181818182,0.3913009404388715
33,"loggerhead, loggerhead turtle, Caretta caretta",0.6822429906542056,0.15384615384615385,0.5283968368080517
337,beaver,0.8058252427184466,0.75,0.05582524271844658
349,"bighorn, bighorn sheep, cimarron",0.5894736842105263,0.4583333333333333,0.13114035087719295
357,mink,0.4805194805194805,0.0392156862745098,0.4413037942449707
360,otter,0.732824427480916,0.3904761904761905,0.34234823700472555
37,"box turtle, box tortoise",0.8461538461538461,0.5833333333333334,0.2628205128205128
39,"common iguana, iguana, Iguana iguana",0.56,0.3504273504273504,0.20957264957264965
41,"whiptail, whiptail lizard",0.728744939271255,0.22,0.5087449392712551
42,agama,0.7073170731707317,0.475177304964539,0.23213976820619264
49,"African crocodile, Nile crocodile, Crocodylus niloticus",0.7,0.3333333333333333,0.36666666666666664
54,"hognose snake, puff adder, sand viper",0.3471502590673575,0.056910569105691054,0.2902396899616665
56,"king snake, kingsnake",0.2345132743362832,0.16494845360824742,0.06956482072803577
57,"garter snake, grass snake",0.8333333333333334,0.24897959183673468,0.5843537414965987
58,water snake,0.695364238410596,0.012345679012345678,0.6830185593982503
70,"harvestman, daddy longlegs, Phalangium opilio",0.6726546906187625,0.376,0.2966546906187625
71,scorpion,0.4810126582278481,0.15057915057915058,0.3304335076486975
76,tarantula,0.7729257641921398,0.36538461538461536,0.4075411488075244
79,centipede,0.6666666666666666,0.4423076923076923,0.22435897435897434
80,black grouse,0.7111111111111111,0.2713178294573643,0.4397932816537468
81,ptarmigan,0.9824561403508771,0.5858585858585859,0.3965975544922913
83,"prairie chicken, prairie grouse, prairie fowl",0.6355140186915887,0.29069767441860467,0.3448163442729841
89,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.9607843137254902,0.7676767676767676,0.1931075460487226
9,"ostrich, Struthio camelus",0.9558823529411765,0.8125,0.14338235294117652
